10263;1996-07-23 00:00:00.000;16;Confections;7;Pavlova, Ltd.;Australia;834,00;Austria
10263;1996-07-23 00:00:00.000;24;Beverages;10;Refrescos Americanas LTDA;Brazil;100,80;Austria
10263;1996-07-23 00:00:00.000;30;Seafood;13;Nord-Ost-Fisch Handelsgesellschaft mbH;Germany;1242,00;Austria
10263;1996-07-23 00:00:00.000;74;Produce;4;Tokyo Traders;Japan;288,00;Austria
10264;1996-07-24 00:00:00.000;2;Beverages;1;Exotic Liquids;UK;532,00;Sweden
10264;1996-07-24 00:00:00.000;41;Seafood;19;New England Seafood Cannery;USA;192,50;Sweden
10265;1996-07-25 00:00:00.000;17;Meat/Poultry;7;Pavlova, Ltd.;Australia;936,00;France
10265;1996-07-25 00:00:00.000;70;Beverages;7;Pavlova, Ltd.;Australia;240,00;France
10266;1996-07-26 00:00:00.000;12;Dairy Products;5;Cooperativa de Quesos 'Las Cabras';Spain;364,80;Finland
10267;1996-07-29 00:00:00.000;40;Seafood;19;New England Seafood Cannery;USA;735,00;Germany
10267;1996-07-29 00:00:00.000;59;Dairy Products;28;Gai pâturage;France;3080,00;Germany
10267;1996-07-29 00:00:00.000;76;Beverages;23;Karkki Oy;Finland;216,00;Germany
10268;1996-07-30 00:00:00.000;29;Meat/Poultry;12;Plutzer Lebensmittelgroßmärkte AG;Germany;990,00;Venezuela
10268;1996-07-30 00:00:00.000;72;Dairy Products;14;Formaggi Fortini s.r.l.;Italy;111,20;Venezuela
10269;1996-07-31 00:00:00.000;33;Dairy Products;15;Norske Meierier;Norway;120,00;USA
10269;1996-07-31 00:00:00.000;72;Dairy Products;14;Formaggi Fortini s.r.l.;Italy;556,00;USA
10270;1996-08-01 00:00:00.000;36;Seafood;17;Svensk Sjöföda AB;Sweden;456,00;Finland
10270;1996-08-01 00:00:00.000;43;Beverages;20;Leka Trading;Singapore;920,00;Finland
10271;1996-08-01 00:00:00.000;33;Dairy Products;15;Norske Meierier;Norway;48,00;USA
10272;1996-08-02 00:00:00.000;20;Confections;8;Specialty Biscuits, Ltd.;UK;388,80;USA
10272;1996-08-02 00:00:00.000;31;Dairy Products;14;Formaggi Fortini s.r.l.;Italy;400,00;USA
10272;1996-08-02 00:00:00.000;72;Dairy Products;14;Formaggi Fortini s.r.l.;Italy;667,20;USA
10273;1996-08-05 00:00:00.000;10;Seafood;4;Tokyo Traders;Japan;595,20;Germany
10273;1996-08-05 00:00:00.000;31;Dairy Products;14;Formaggi Fortini s.r.l.;Italy;150,00;Germany
10273;1996-08-05 00:00:00.000;33;Dairy Products;15;Norske Meierier;Norway;40,00;Germany
10273;1996-08-05 00:00:00.000;40;Seafood;19;New England Seafood Cannery;USA;882,00;Germany
10273;1996-08-05 00:00:00.000;76;Beverages;23;Karkki Oy;Finland;475,20;Germany
10274;1996-08-06 00:00:00.000;71;Dairy Products;15;Norske Meierier;Norway;344,00;France
10274;1996-08-06 00:00:00.000;72;Dairy Products;14;Formaggi Fortini s.r.l.;Italy;194,60;France
10275;1996-08-07 00:00:00.000;24;Beverages;10;Refrescos Americanas LTDA;Brazil;43,20;Italy
10275;1996-08-07 00:00:00.000;59;Dairy Products;28;Gai pâturage;France;264,00;Italy
10276;1996-08-08 00:00:00.000;10;Seafood;4;Tokyo Traders;Japan;372,00;Mexico
10276;1996-08-08 00:00:00.000;13;Seafood;6;Mayumi's;Japan;48,00;Mexico
10277;1996-08-09 00:00:00.000;28;Produce;12;Plutzer Lebensmittelgroßmärkte AG;Germany;728,00;Germany
10277;1996-08-09 00:00:00.000;62;Confections;29;Forêts d'érables;Canada;472,80;Germany
10278;1996-08-12 00:00:00.000;44;Condiments;20;Leka Trading;Singapore;248,00;Sweden
10278;1996-08-12 00:00:00.000;59;Dairy Products;28;Gai pâturage;France;660,00;Sweden
10278;1996-08-12 00:00:00.000;63;Condiments;7;Pavlova, Ltd.;Australia;280,80;Sweden
10278;1996-08-12 00:00:00.000;73;Seafood;17;Svensk Sjöföda AB;Sweden;300,00;Sweden
10279;1996-08-13 00:00:00.000;17;Meat/Poultry;7;Pavlova, Ltd.;Australia;468,00;Germany
10280;1996-08-14 00:00:00.000;24;Beverages;10;Refrescos Americanas LTDA;Brazil;43,20;Sweden
10280;1996-08-14 00:00:00.000;55;Meat/Poultry;25;Ma Maison;Canada;384,00;Sweden
10280;1996-08-14 00:00:00.000;75;Beverages;12;Plutzer Lebensmittelgroßmärkte AG;Germany;186,00;Sweden
10281;1996-08-14 00:00:00.000;19;Confections;8;Specialty Biscuits, Ltd.;UK;7,30;Spain
10281;1996-08-14 00:00:00.000;24;Beverages;10;Refrescos Americanas LTDA;Brazil;21,60;Spain
10281;1996-08-14 00:00:00.000;35;Beverages;16;Bigfoot Breweries;USA;57,60;Spain
10282;1996-08-15 00:00:00.000;30;Seafood;13;Nord-Ost-Fisch Handelsgesellschaft mbH;Germany;124,20;Spain
10282;1996-08-15 00:00:00.000;57;Grains/Cereals;26;Pasta Buttini s.r.l.;Italy;31,20;Spain
10283;1996-08-16 00:00:00.000;15;Condiments;6;Mayumi's;Japan;248,00;Venezuela
10283;1996-08-16 00:00:00.000;19;Confections;8;Specialty Biscuits, Ltd.;UK;131,40;Venezuela
10283;1996-08-16 00:00:00.000;60;Dairy Products;28;Gai pâturage;France;952,00;Venezuela
10283;1996-08-16 00:00:00.000;72;Dairy Products;14;Formaggi Fortini s.r.l.;Italy;83,40;Venezuela
10284;1996-08-19 00:00:00.000;27;Confections;11;Heli Süßwaren GmbH & Co. KG;Germany;526,50;Germany
10284;1996-08-19 00:00:00.000;44;Condiments;20;Leka Trading;Singapore;325,50;Germany
10284;1996-08-19 00:00:00.000;60;Dairy Products;28;Gai pâturage;France;544,00;Germany
10284;1996-08-19 00:00:00.000;67;Beverages;16;Bigfoot Breweries;USA;56,00;Germany
10285;1996-08-20 00:00:00.000;1;Beverages;1;Exotic Liquids;UK;648,00;Germany
10285;1996-08-20 00:00:00.000;40;Seafood;19;New England Seafood Cannery;USA;588,00;Germany
10285;1996-08-20 00:00:00.000;53;Meat/Poultry;24;G'day, Mate;Australia;943,20;Germany
10286;1996-08-21 00:00:00.000;35;Beverages;16;Bigfoot Breweries;USA;1440,00;Germany
10286;1996-08-21 00:00:00.000;62;Confections;29;Forêts d'érables;Canada;1576,00;Germany
10287;1996-08-22 00:00:00.000;16;Confections;7;Pavlova, Ltd.;Australia;556,00;Brazil
10287;1996-08-22 00:00:00.000;34;Beverages;16;Bigfoot Breweries;USA;224,00;Brazil
10287;1996-08-22 00:00:00.000;46;Seafood;21;Lyngbysild;Denmark;144,00;Brazil
10288;1996-08-23 00:00:00.000;54;Meat/Poultry;25;Ma Maison;Canada;59,00;Italy
10288;1996-08-23 00:00:00.000;68;Confections;8;Specialty Biscuits, Ltd.;UK;30,00;Italy
10289;1996-08-26 00:00:00.000;3;Condiments;1;Exotic Liquids;UK;240,00;UK
10289;1996-08-26 00:00:00.000;64;Grains/Cereals;12;Plutzer Lebensmittelgroßmärkte AG;Germany;239,40;UK
10290;1996-08-27 00:00:00.000;5;Condiments;2;New Orleans Cajun Delights;USA;340,00;Brazil
10290;1996-08-27 00:00:00.000;29;Meat/Poultry;12;Plutzer Lebensmittelgroßmärkte AG;Germany;1485,00;Brazil
10290;1996-08-27 00:00:00.000;49;Confections;23;Karkki Oy;Finland;240,00;Brazil
10290;1996-08-27 00:00:00.000;77;Condiments;12;Plutzer Lebensmittelgroßmärkte AG;Germany;104,00;Brazil
10291;1996-08-27 00:00:00.000;13;Seafood;6;Mayumi's;Japan;96,00;Brazil
10291;1996-08-27 00:00:00.000;44;Condiments;20;Leka Trading;Singapore;372,00;Brazil
10291;1996-08-27 00:00:00.000;51;Produce;24;G'day, Mate;Australia;84,80;Brazil
10292;1996-08-28 00:00:00.000;20;Confections;8;Specialty Biscuits, Ltd.;UK;1296,00;Brazil
10293;1996-08-29 00:00:00.000;18;Seafood;7;Pavlova, Ltd.;Australia;600,00;Mexico
10293;1996-08-29 00:00:00.000;24;Beverages;10;Refrescos Americanas LTDA;Brazil;36,00;Mexico
10293;1996-08-29 00:00:00.000;63;Condiments;7;Pavlova, Ltd.;Australia;175,50;Mexico
10293;1996-08-29 00:00:00.000;75;Beverages;12;Plutzer Lebensmittelgroßmärkte AG;Germany;37,20;Mexico
10294;1996-08-30 00:00:00.000;1;Beverages;1;Exotic Liquids;UK;259,20;USA
10294;1996-08-30 00:00:00.000;17;Meat/Poultry;7;Pavlova, Ltd.;Australia;468,00;USA
10294;1996-08-30 00:00:00.000;43;Beverages;20;Leka Trading;Singapore;552,00;USA
10294;1996-08-30 00:00:00.000;60;Dairy Products;28;Gai pâturage;France;571,20;USA
10294;1996-08-30 00:00:00.000;75;Beverages;12;Plutzer Lebensmittelgroßmärkte AG;Germany;37,20;USA
10295;1996-09-02 00:00:00.000;56;Grains/Cereals;26;Pasta Buttini s.r.l.;Italy;121,60;France
10296;1996-09-03 00:00:00.000;11;Dairy Products;5;Cooperativa de Quesos 'Las Cabras';Spain;201,60;Venezuela
10296;1996-09-03 00:00:00.000;16;Confections;7;Pavlova, Ltd.;Australia;417,00;Venezuela
10296;1996-09-03 00:00:00.000;69;Dairy Products;15;Norske Meierier;Norway;432,00;Venezuela
10297;1996-09-04 00:00:00.000;39;Beverages;18;Aux joyeux ecclésiastiques;France;864,00;France
10297;1996-09-04 00:00:00.000;72;Dairy Products;14;Formaggi Fortini s.r.l.;Italy;556,00;France
10298;1996-09-05 00:00:00.000;2;Beverages;1;Exotic Liquids;UK;608,00;Ireland
10298;1996-09-05 00:00:00.000;36;Seafood;17;Svensk Sjöföda AB;Sweden;608,00;Ireland
10298;1996-09-05 00:00:00.000;59;Dairy Products;28;Gai pâturage;France;1320,00;Ireland
10298;1996-09-05 00:00:00.000;62;Confections;29;Forêts d'érables;Canada;591,00;Ireland
10299;1996-09-06 00:00:00.000;19;Confections;8;Specialty Biscuits, Ltd.;UK;109,50;Brazil
10299;1996-09-06 00:00:00.000;70;Beverages;7;Pavlova, Ltd.;Australia;240,00;Brazil
10300;1996-09-09 00:00:00.000;66;Condiments;2;New Orleans Cajun Delights;USA;408,00;Italy
10300;1996-09-09 00:00:00.000;68;Confections;8;Specialty Biscuits, Ltd.;UK;200,00;Italy
10301;1996-09-09 00:00:00.000;40;Seafood;19;New England Seafood Cannery;USA;147,00;Germany
10301;1996-09-09 00:00:00.000;56;Grains/Cereals;26;Pasta Buttini s.r.l.;Italy;608,00;Germany
10302;1996-09-10 00:00:00.000;17;Meat/Poultry;7;Pavlova, Ltd.;Australia;1248,00;Belgium
10302;1996-09-10 00:00:00.000;28;Produce;12;Plutzer Lebensmittelgroßmärkte AG;Germany;1019,20;Belgium
10302;1996-09-10 00:00:00.000;43;Beverages;20;Leka Trading;Singapore;441,60;Belgium
10303;1996-09-11 00:00:00.000;40;Seafood;19;New England Seafood Cannery;USA;588,00;Spain
10303;1996-09-11 00:00:00.000;65;Condiments;2;New Orleans Cajun Delights;USA;504,00;Spain
10303;1996-09-11 00:00:00.000;68;Confections;8;Specialty Biscuits, Ltd.;UK;150,00;Spain
10304;1996-09-12 00:00:00.000;49;Confections;23;Karkki Oy;Finland;480,00;Mexico
10304;1996-09-12 00:00:00.000;59;Dairy Products;28;Gai pâturage;France;440,00;Mexico
10304;1996-09-12 00:00:00.000;71;Dairy Products;15;Norske Meierier;Norway;34,40;Mexico
10305;1996-09-13 00:00:00.000;18;Seafood;7;Pavlova, Ltd.;Australia;1250,00;USA
10305;1996-09-13 00:00:00.000;29;Meat/Poultry;12;Plutzer Lebensmittelgroßmärkte AG;Germany;2475,00;USA
10305;1996-09-13 00:00:00.000;39;Beverages;18;Aux joyeux ecclésiastiques;France;432,00;USA
10306;1996-09-16 00:00:00.000;30;Seafood;13;Nord-Ost-Fisch Handelsgesellschaft mbH;Germany;207,00;Spain
10306;1996-09-16 00:00:00.000;53;Meat/Poultry;24;G'day, Mate;Australia;262,00;Spain
10306;1996-09-16 00:00:00.000;54;Meat/Poultry;25;Ma Maison;Canada;29,50;Spain
10307;1996-09-17 00:00:00.000;62;Confections;29;Forêts d'érables;Canada;394,00;USA
10307;1996-09-17 00:00:00.000;68;Confections;8;Specialty Biscuits, Ltd.;UK;30,00;USA
10308;1996-09-18 00:00:00.000;69;Dairy Products;15;Norske Meierier;Norway;28,80;Mexico
10308;1996-09-18 00:00:00.000;70;Beverages;7;Pavlova, Ltd.;Australia;60,00;Mexico
10309;1996-09-19 00:00:00.000;4;Condiments;2;New Orleans Cajun Delights;USA;352,00;Ireland
10309;1996-09-19 00:00:00.000;6;Condiments;3;Grandma Kelly's Homestead;USA;600,00;Ireland
10309;1996-09-19 00:00:00.000;42;Grains/Cereals;20;Leka Trading;Singapore;22,40;Ireland
10309;1996-09-19 00:00:00.000;43;Beverages;20;Leka Trading;Singapore;736,00;Ireland
10309;1996-09-19 00:00:00.000;71;Dairy Products;15;Norske Meierier;Norway;51,60;Ireland
10310;1996-09-20 00:00:00.000;16;Confections;7;Pavlova, Ltd.;Australia;139,00;USA
10310;1996-09-20 00:00:00.000;62;Confections;29;Forêts d'érables;Canada;197,00;USA
10311;1996-09-20 00:00:00.000;42;Grains/Cereals;20;Leka Trading;Singapore;67,20;France
10311;1996-09-20 00:00:00.000;69;Dairy Products;15;Norske Meierier;Norway;201,60;France
10312;1996-09-23 00:00:00.000;28;Produce;12;Plutzer Lebensmittelgroßmärkte AG;Germany;145,60;Germany
10312;1996-09-23 00:00:00.000;43;Beverages;20;Leka Trading;Singapore;883,20;Germany
10312;1996-09-23 00:00:00.000;53;Meat/Poultry;24;G'day, Mate;Australia;524,00;Germany
10312;1996-09-23 00:00:00.000;75;Beverages;12;Plutzer Lebensmittelgroßmärkte AG;Germany;62,00;Germany
10313;1996-09-24 00:00:00.000;36;Seafood;17;Svensk Sjöföda AB;Sweden;182,40;Germany
10314;1996-09-25 00:00:00.000;32;Dairy Products;14;Formaggi Fortini s.r.l.;Italy;1024,00;USA
10314;1996-09-25 00:00:00.000;58;Seafood;27;Escargots Nouveaux;France;318,00;USA
10314;1996-09-25 00:00:00.000;62;Confections;29;Forêts d'érables;Canada;985,00;USA
10315;1996-09-26 00:00:00.000;34;Beverages;16;Bigfoot Breweries;USA;156,80;UK
10315;1996-09-26 00:00:00.000;70;Beverages;7;Pavlova, Ltd.;Australia;360,00;UK
10316;1996-09-27 00:00:00.000;41;Seafood;19;New England Seafood Cannery;USA;77,00;USA
10316;1996-09-27 00:00:00.000;62;Confections;29;Forêts d'érables;Canada;2758,00;USA
10317;1996-09-30 00:00:00.000;1;Beverages;1;Exotic Liquids;UK;288,00;USA
10318;1996-10-01 00:00:00.000;41;Seafood;19;New England Seafood Cannery;USA;154,00;UK
10318;1996-10-01 00:00:00.000;76;Beverages;23;Karkki Oy;Finland;86,40;UK
10319;1996-10-02 00:00:00.000;17;Meat/Poultry;7;Pavlova, Ltd.;Australia;249,60;Mexico
10319;1996-10-02 00:00:00.000;28;Produce;12;Plutzer Lebensmittelgroßmärkte AG;Germany;509,60;Mexico
10319;1996-10-02 00:00:00.000;76;Beverages;23;Karkki Oy;Finland;432,00;Mexico
10320;1996-10-03 00:00:00.000;71;Dairy Products;15;Norske Meierier;Norway;516,00;Finland
10321;1996-10-03 00:00:00.000;35;Beverages;16;Bigfoot Breweries;USA;144,00;UK
10322;1996-10-04 00:00:00.000;52;Grains/Cereals;24;G'day, Mate;Australia;112,00;Mexico
10323;1996-10-07 00:00:00.000;15;Condiments;6;Mayumi's;Japan;62,00;Germany
10323;1996-10-07 00:00:00.000;25;Confections;11;Heli Süßwaren GmbH & Co. KG;Germany;44,80;Germany
10323;1996-10-07 00:00:00.000;39;Beverages;18;Aux joyeux ecclésiastiques;France;57,60;Germany
10324;1996-10-08 00:00:00.000;16;Confections;7;Pavlova, Ltd.;Australia;291,90;USA
10324;1996-10-08 00:00:00.000;35;Beverages;16;Bigfoot Breweries;USA;1008,00;USA
10324;1996-10-08 00:00:00.000;46;Seafood;21;Lyngbysild;Denmark;288,00;USA
10324;1996-10-08 00:00:00.000;59;Dairy Products;28;Gai pâturage;France;1760,00;USA
10324;1996-10-08 00:00:00.000;63;Condiments;7;Pavlova, Ltd.;Australia;2808,00;USA
10325;1996-10-09 00:00:00.000;6;Condiments;3;Grandma Kelly's Homestead;USA;120,00;Germany
10325;1996-10-09 00:00:00.000;13;Seafood;6;Mayumi's;Japan;57,60;Germany
10325;1996-10-09 00:00:00.000;14;Produce;6;Mayumi's;Japan;167,40;Germany
10325;1996-10-09 00:00:00.000;31;Dairy Products;14;Formaggi Fortini s.r.l.;Italy;40,00;Germany
10325;1996-10-09 00:00:00.000;72;Dairy Products;14;Formaggi Fortini s.r.l.;Italy;1112,00;Germany
10326;1996-10-10 00:00:00.000;4;Condiments;2;New Orleans Cajun Delights;USA;422,40;Spain
10326;1996-10-10 00:00:00.000;57;Grains/Cereals;26;Pasta Buttini s.r.l.;Italy;249,60;Spain
10326;1996-10-10 00:00:00.000;75;Beverages;12;Plutzer Lebensmittelgroßmärkte AG;Germany;310,00;Spain
10327;1996-10-11 00:00:00.000;2;Beverages;1;Exotic Liquids;UK;380,00;Sweden
10327;1996-10-11 00:00:00.000;11;Dairy Products;5;Cooperativa de Quesos 'Las Cabras';Spain;840,00;Sweden
10327;1996-10-11 00:00:00.000;30;Seafood;13;Nord-Ost-Fisch Handelsgesellschaft mbH;Germany;724,50;Sweden
10327;1996-10-11 00:00:00.000;58;Seafood;27;Escargots Nouveaux;France;318,00;Sweden
10328;1996-10-14 00:00:00.000;59;Dairy Products;28;Gai pâturage;France;396,00;Portugal
10328;1996-10-14 00:00:00.000;65;Condiments;2;New Orleans Cajun Delights;USA;672,00;Portugal
10328;1996-10-14 00:00:00.000;68;Confections;8;Specialty Biscuits, Ltd.;UK;100,00;Portugal
10329;1996-10-15 00:00:00.000;19;Confections;8;Specialty Biscuits, Ltd.;UK;73,00;USA
10329;1996-10-15 00:00:00.000;30;Seafood;13;Nord-Ost-Fisch Handelsgesellschaft mbH;Germany;165,60;USA
10329;1996-10-15 00:00:00.000;38;Beverages;18;Aux joyeux ecclésiastiques;France;4216,00;USA
10329;1996-10-15 00:00:00.000;56;Grains/Cereals;26;Pasta Buttini s.r.l.;Italy;364,80;USA
10330;1996-10-16 00:00:00.000;26;Confections;11;Heli Süßwaren GmbH & Co. KG;Germany;1245,00;Venezuela
10330;1996-10-16 00:00:00.000;72;Dairy Products;14;Formaggi Fortini s.r.l.;Italy;695,00;Venezuela
10331;1996-10-16 00:00:00.000;54;Meat/Poultry;25;Ma Maison;Canada;88,50;France
10332;1996-10-17 00:00:00.000;18;Seafood;7;Pavlova, Ltd.;Australia;2000,00;Canada
10332;1996-10-17 00:00:00.000;42;Grains/Cereals;20;Leka Trading;Singapore;112,00;Canada
10332;1996-10-17 00:00:00.000;47;Confections;22;Zaanse Snoepfabriek;Netherlands;121,60;Canada
10333;1996-10-18 00:00:00.000;14;Produce;6;Mayumi's;Japan;186,00;Finland
10333;1996-10-18 00:00:00.000;21;Confections;8;Specialty Biscuits, Ltd.;UK;80,00;Finland
10333;1996-10-18 00:00:00.000;71;Dairy Products;15;Norske Meierier;Norway;688,00;Finland
10334;1996-10-21 00:00:00.000;52;Grains/Cereals;24;G'day, Mate;Australia;44,80;France
10334;1996-10-21 00:00:00.000;68;Confections;8;Specialty Biscuits, Ltd.;UK;100,00;France
10335;1996-10-22 00:00:00.000;2;Beverages;1;Exotic Liquids;UK;106,40;Ireland
10335;1996-10-22 00:00:00.000;31;Dairy Products;14;Formaggi Fortini s.r.l.;Italy;250,00;Ireland
10335;1996-10-22 00:00:00.000;32;Dairy Products;14;Formaggi Fortini s.r.l.;Italy;153,60;Ireland
10335;1996-10-22 00:00:00.000;51;Produce;24;G'day, Mate;Australia;2035,20;Ireland
10336;1996-10-23 00:00:00.000;4;Condiments;2;New Orleans Cajun Delights;USA;316,80;Portugal
10337;1996-10-24 00:00:00.000;23;Grains/Cereals;9;PB Knäckebröd AB;Sweden;288,00;Germany
10337;1996-10-24 00:00:00.000;26;Confections;11;Heli Süßwaren GmbH & Co. KG;Germany;597,60;Germany
10337;1996-10-24 00:00:00.000;36;Seafood;17;Svensk Sjöföda AB;Sweden;304,00;Germany
10337;1996-10-24 00:00:00.000;37;Seafood;17;Svensk Sjöföda AB;Sweden;582,40;Germany
10337;1996-10-24 00:00:00.000;72;Dairy Products;14;Formaggi Fortini s.r.l.;Italy;695,00;Germany
10338;1996-10-25 00:00:00.000;17;Meat/Poultry;7;Pavlova, Ltd.;Australia;624,00;USA
10338;1996-10-25 00:00:00.000;30;Seafood;13;Nord-Ost-Fisch Handelsgesellschaft mbH;Germany;310,50;USA
10339;1996-10-28 00:00:00.000;4;Condiments;2;New Orleans Cajun Delights;USA;176,00;Canada
10339;1996-10-28 00:00:00.000;17;Meat/Poultry;7;Pavlova, Ltd.;Australia;2184,00;Canada
10339;1996-10-28 00:00:00.000;62;Confections;29;Forêts d'érables;Canada;1103,20;Canada
10340;1996-10-29 00:00:00.000;18;Seafood;7;Pavlova, Ltd.;Australia;1000,00;France
10340;1996-10-29 00:00:00.000;41;Seafood;19;New England Seafood Cannery;USA;92,40;France
10340;1996-10-29 00:00:00.000;43;Beverages;20;Leka Trading;Singapore;1472,00;France
10341;1996-10-29 00:00:00.000;33;Dairy Products;15;Norske Meierier;Norway;16,00;Denmark
10341;1996-10-29 00:00:00.000;59;Dairy Products;28;Gai pâturage;France;396,00;Denmark
10342;1996-10-30 00:00:00.000;2;Beverages;1;Exotic Liquids;UK;364,80;Germany
10342;1996-10-30 00:00:00.000;31;Dairy Products;14;Formaggi Fortini s.r.l.;Italy;560,00;Germany
10342;1996-10-30 00:00:00.000;36;Seafood;17;Svensk Sjöföda AB;Sweden;608,00;Germany
10342;1996-10-30 00:00:00.000;55;Meat/Poultry;25;Ma Maison;Canada;768,00;Germany
10343;1996-10-31 00:00:00.000;64;Grains/Cereals;12;Plutzer Lebensmittelgroßmärkte AG;Germany;1330,00;Germany
10343;1996-10-31 00:00:00.000;68;Confections;8;Specialty Biscuits, Ltd.;UK;40,00;Germany
10343;1996-10-31 00:00:00.000;76;Beverages;23;Karkki Oy;Finland;216,00;Germany
10344;1996-11-01 00:00:00.000;4;Condiments;2;New Orleans Cajun Delights;USA;616,00;USA
10344;1996-11-01 00:00:00.000;8;Condiments;3;Grandma Kelly's Homestead;USA;2240,00;USA
10345;1996-11-04 00:00:00.000;8;Condiments;3;Grandma Kelly's Homestead;USA;2240,00;Germany
10345;1996-11-04 00:00:00.000;19;Confections;8;Specialty Biscuits, Ltd.;UK;584,00;Germany
10345;1996-11-04 00:00:00.000;42;Grains/Cereals;20;Leka Trading;Singapore;100,80;Germany
10346;1996-11-05 00:00:00.000;17;Meat/Poultry;7;Pavlova, Ltd.;Australia;1123,20;USA
10346;1996-11-05 00:00:00.000;56;Grains/Cereals;26;Pasta Buttini s.r.l.;Italy;608,00;USA
10347;1996-11-06 00:00:00.000;25;Confections;11;Heli Süßwaren GmbH & Co. KG;Germany;112,00;Brazil
10347;1996-11-06 00:00:00.000;39;Beverages;18;Aux joyeux ecclésiastiques;France;720,00;Brazil
